,0,1,2,3,4,5
1122,08-04,"11:37:00,438.169,438.5,438.0,438.451,95728.0",,,,
1123,08-04,"11:38:00,438.462,438.5,438.13,438.5,58117.0",,,,
1124,08-04,"11:39:00,438.42,438.56,438.07,438.07,61720.0",,,,
1125,08-04,"11:40:00,438.0912,438.37,438.05,438.18,54583.0",,,,
1126,08-04,"11:41:00,438.17,438.58,438.17,438.4199,64610.0",,,,
1127,08-04,"11:42:00,438.405,439.3,438.405,439.28,101360.0",,,,
1128,08-04,"11:43:00,439.31,439.3989,438.9701,439.2637,96644.0",,,,
1129,08-04,"11:44:00,439.255,439.4699,439.09,439.135,57914.0",,,,
1130,08-04,"11:45:00,439.135,439.18,438.86,439.09,75269.0",,,,
1131,08-04,"11:46:00,439.085,439.3099,439.03,439.1189,70640.0",,,,
1132,08-04,"11:47:00,439.0403,439.09,438.86,438.93,57056.0",,,,
1133,08-04,"11:48:00,439.0,439.11,438.9,438.9731,36219.0",,,,
1134,08-04,"11:49:00,438.97,439.0431,438.69,438.98,45871.0",,,,
1135,08-04,"11:50:00,439.01,439.47,439.0,439.29,70498.0",,,,
1136,08-04,"11:51:00,439.3498,439.74,439.31,439.7,81219.0",,,,
1137,08-04,"11:52:00,439.7,439.71,439.38,439.4605,52203.0",,,,
1138,08-04,"11:53:00,439.47,439.62,439.25,439.5199,46290.0",,,,
1139,08-04,"11:54:00,439.5197,439.56,439.1701,439.3298,43117.0",,,,
1140,08-04,"11:55:00,439.2692,439.48,439.24,439.365,39002.0",,,,
1141,08-04,"11:56:00,439.3899,439.68,439.31,439.345,50142.0",,,,
1142,08-04,"11:57:00,439.33,439.72,439.18,439.6384,84835.0",,,,
1143,08-04,"11:58:00,439.6645,439.95,439.645,439.9302,76399.0",,,,
1144,08-04,"11:59:00,439.95,439.9791,439.72,439.83,54403.0",,,,
1145,08-04,"12:00:00,439.92,440.11,439.75,439.97,110791.0",,,,
1146,08-04,"12:01:00,439.995,440.45,439.995,440.38,109354.0",,,,
1147,08-04,"12:02:00,440.375,440.5,439.9,440.0,124535.0",,,,
1148,08-04,"12:03:00,439.9999,440.3828,439.63,440.25,150884.0",,,,
1149,08-04,"12:04:00,440.25,440.3,439.96,440.0684,97959.0",,,,
1150,08-04,"12:05:00,440.0651,440.09,439.3,439.48,119905.0",,,,
1151,08-04,"12:06:00,439.4612,439.4674,438.91,439.09,122215.0",,,,
1152,08-04,"12:07:00,439.1399,439.1399,438.6,438.8275,102147.0",,,,
1153,08-04,"12:08:00,438.84,439.13,438.46,438.68,125539.0",,,,
1154,08-04,"12:09:00,438.665,438.8,438.55,438.555,74687.0",,,,
1155,08-04,"12:10:00,438.54,438.94,438.35,438.774,124997.0",,,,
1156,08-04,"12:11:00,438.8,439.2,438.74,438.8,113899.0",,,,
1157,08-04,"12:12:00,438.8358,439.09,438.8,439.0675,50105.0",,,,
1158,08-04,"12:13:00,439.06,439.19,438.7,438.7,62166.0",,,,
1159,08-04,"12:14:00,438.71,438.7115,438.31,438.42,99450.0",,,,
1160,08-04,"12:15:00,438.4,438.6698,438.3805,438.4745,59633.0",,,,
1161,08-04,"12:16:00,438.5,438.57,438.08,438.1,98738.0",,,,
1162,08-04,"12:17:00,438.12,438.5,438.12,438.34,57173.0",,,,
1163,08-04,"12:18:00,438.33,438.47,438.1901,438.22,65570.0",,,,
1164,08-04,"12:19:00,438.2301,438.89,438.23,438.83,93690.0",,,,
1165,08-04,"12:20:00,438.8634,438.8634,438.55,438.7026,43534.0",,,,
1166,08-04,"12:21:00,438.69,438.8999,438.56,438.885,51730.0",,,,
1167,08-04,"12:22:00,438.87,438.98,438.7603,438.96,43495.0",,,,
1168,08-04,"12:23:00,438.96,438.99,438.8,438.9089,45833.0",,,,
1169,08-04,"12:24:00,438.8961,439.31,438.87,439.1899,84458.0",,,,
1170,08-04,"12:25:00,439.14,439.25,438.9606,439.1294,43524.0",,,,
1171,08-04,"12:26:00,439.1138,439.4,439.1138,439.285,50400.0",,,,
1172,08-04,"12:27:00,439.29,439.3385,439.16,439.3001,34619.0",,,,
1173,08-04,"12:28:00,439.3257,439.37,439.1103,439.37,55619.0",,,,
1174,08-04,"12:29:00,439.3639,439.49,439.33,439.49,56364.0",,,,
1175,08-04,"12:30:00,439.47,439.48,439.22,439.25,50039.0",,,,
1176,08-04,"12:31:00,439.25,439.28,439.0962,439.26,44837.0",,,,
1177,08-04,"12:32:00,439.255,439.2757,438.83,438.91,58213.0",,,,
1178,08-04,"12:33:00,438.89,438.8941,438.71,438.81,62584.0",,,,
1179,08-04,"12:34:00,438.8367,438.9985,438.8,438.86,33180.0",,,,
1180,08-04,"12:35:00,438.8936,439.06,438.8936,439.0286,31594.0",,,,
1181,08-04,"12:36:00,439.04,439.33,439.02,439.2828,44020.0",,,,
1182,08-04,"12:37:00,439.26,439.26,439.05,439.11,33104.0",,,,
1183,08-04,"12:38:00,439.15,439.43,439.13,439.4183,23247.0",,,,
1184,08-04,"12:39:00,439.44,439.75,439.4101,439.618,87502.0",,,,
1185,08-04,"12:40:00,439.58,439.625,439.23,439.375,48233.0",,,,
1186,08-04,"12:41:00,439.4,439.65,439.4,439.474,30727.0",,,,
1187,08-04,"12:42:00,439.44,439.595,439.38,439.46,30703.0",,,,
1188,08-04,"12:43:00,439.46,439.84,439.43,439.695,52658.0",,,,
1189,08-04,"12:44:00,439.68,439.68,439.3896,439.4289,35308.0",,,,
1190,08-04,"12:45:00,439.495,439.85,439.465,439.75,45257.0",,,,
1191,08-04,"12:46:00,439.7556,440.3,439.74,440.12,95213.0",,,,
1192,08-04,"12:47:00,440.17,440.17,439.96,440.06,41384.0",,,,
1193,08-04,"12:48:00,440.08,440.3,440.0,440.0,61171.0",,,,
1194,08-04,"12:49:00,440.0,440.0544,439.74,439.8111,42166.0",,,,
1195,08-04,"12:50:00,439.808,439.9,439.61,439.69,41268.0",,,,
1196,08-04,"12:51:00,439.685,439.88,439.62,439.84,39506.0",,,,
1197,08-04,"12:52:00,439.86,440.225,439.86,439.96,91784.0",,,,
1198,08-04,"12:53:00,439.95,440.16,439.89,440.015,66995.0",,,,
1199,08-04,"12:54:00,440.0335,440.0565,439.5701,439.655,65539.0",,,,
1200,08-04,"12:55:00,439.655,439.91,439.65,439.87,41319.0",,,,
1201,08-04,"12:56:00,439.875,439.875,439.09,439.3,111279.0",,,,
1202,08-04,"12:57:00,439.3,439.67,439.19,439.19,82326.0",,,,
1203,08-04,"12:58:00,439.19,439.38,438.99,439.3449,78645.0",,,,
1204,08-04,"12:59:00,439.3197,439.38,438.68,438.71,105054.0",,,,
1205,08-04,"13:00:00,438.7,438.99,438.47,438.9,94910.0",,,,
1206,08-04,"13:01:00,438.91,439.0899,438.75,438.88,76205.0",,,,
1207,08-04,"13:02:00,438.86,438.8973,438.63,438.7669,46068.0",,,,
1208,08-04,"13:03:00,438.75,439.24,438.75,439.07,59159.0",,,,
1209,08-04,"13:04:00,439.12,439.3,439.04,439.1059,46066.0",,,,
1210,08-04,"13:05:00,439.13,439.1665,438.57,438.57,71809.0",,,,
1211,08-04,"13:06:00,438.561,438.91,438.53,438.63,60832.0",,,,
1212,08-04,"13:07:00,438.64,439.02,438.64,438.99,67627.0",,,,
1213,08-04,"13:08:00,439.02,439.15,438.82,438.895,62400.0",,,,
1214,08-04,"13:09:00,438.91,439.15,438.83,439.14,43736.0",,,,
1215,08-04,"13:10:00,439.14,439.6,439.11,439.4051,98555.0",,,,
1216,08-04,"13:11:00,439.42,439.62,439.24,439.62,43890.0",,,,
1217,08-04,"13:12:00,439.61,439.74,439.51,439.5255,63567.0",,,,
1218,08-04,"13:13:00,439.532,439.82,439.522,439.68,64661.0",,,,
1219,08-04,"13:14:00,439.67,439.68,439.175,439.25,80045.0",,,,
1220,08-04,"13:15:00,439.21,439.3993,439.16,439.3322,36906.0",,,,
1221,08-04,"13:16:00,439.36,439.51,439.0601,439.193,62113.0",,,,
1222,08-04,"13:17:00,439.17,439.28,439.08,439.22,35035.0",,,,
1223,08-04,"13:18:00,439.2099,439.46,439.165,439.45,34144.0",,,,
1224,08-04,"13:19:00,439.4522,439.54,439.16,439.205,36580.0",,,,
1225,08-04,"13:20:00,439.2098,439.24,438.87,438.97,72295.0",,,,
1226,08-04,"13:21:00,438.98,439.1197,438.92,439.0291,51436.0",,,,
1227,08-04,"13:22:00,439.04,439.28,438.91,438.9599,48776.0",,,,
1228,08-04,"13:23:00,438.96,439.07,438.75,438.91,61555.0",,,,
1229,08-04,"13:24:00,438.93,439.0589,438.87,438.96,33607.0",,,,
1230,08-04,"13:25:00,438.98,439.0295,438.87,438.97,24073.0",,,,
1231,08-04,"13:26:00,438.97,439.13,438.83,439.1185,41698.0",,,,
1232,08-04,"13:27:00,439.12,439.3264,439.04,439.23,51272.0",,,,
1233,08-04,"13:28:00,439.2,439.34,439.0963,439.2953,26648.0",,,,
1234,08-04,"13:29:00,439.29,439.3699,439.07,439.21,26420.0",,,,
1235,08-04,"13:30:00,439.19,439.39,439.17,439.36,36773.0",,,,
1236,08-04,"13:31:00,439.365,439.47,439.28,439.416,34846.0",,,,
1237,08-04,"13:32:00,439.39,439.52,439.33,439.48,39448.0",,,,
1238,08-04,"13:33:00,439.48,439.68,439.42,439.5128,69230.0",,,,
1239,08-04,"13:34:00,439.47,439.53,439.21,439.39,52065.0",,,,
1240,08-04,"13:35:00,439.4,439.57,439.34,439.34,40352.0",,,,
1241,08-04,"13:36:00,439.37,439.6,439.2,439.525,55438.0",,,,
1242,08-04,"13:37:00,439.52,439.6,439.43,439.5299,41723.0",,,,
1243,08-04,"13:38:00,439.53,439.65,439.37,439.59,34825.0",,,,
1244,08-04,"13:39:00,439.56,439.56,439.3,439.38,48685.0",,,,
1245,08-04,"13:40:00,439.38,439.57,439.34,439.57,36784.0",,,,
1246,08-04,"13:41:00,439.57,439.89,439.52,439.6,62743.0",,,,
1247,08-04,"13:42:00,439.5899,439.6796,439.44,439.6328,39854.0",,,,
1248,08-04,"13:43:00,439.66,439.75,439.5,439.5803,51507.0",,,,
1249,08-04,"13:44:00,439.63,439.73,439.49,439.675,30397.0",,,,
1250,08-04,"13:45:00,439.71,439.81,439.56,439.59,41490.0",,,,
1251,08-04,"13:46:00,439.5838,439.5838,439.15,439.3002,49158.0",,,,
1252,08-04,"13:47:00,439.35,439.4199,439.19,439.29,28010.0",,,,
1253,08-04,"13:48:00,439.26,439.27,439.063,439.175,36525.0",,,,
1254,08-04,"13:49:00,439.19,439.32,439.15,439.19,37540.0",,,,
1255,08-04,"13:50:00,439.19,439.39,439.17,439.28,38086.0",,,,
1256,08-04,"13:51:00,439.3,439.5699,439.2,439.42,50150.0",,,,
1257,08-04,"13:52:00,439.45,439.62,439.42,439.48,41028.0",,,,
1258,08-04,"13:53:00,439.4781,439.6199,439.4781,439.61,26913.0",,,,
1259,08-04,"13:54:00,439.61,439.96,439.58,439.8,147330.0",,,,
1260,08-04,"13:55:00,439.7824,440.63,439.7824,440.565,201185.0",,,,
1261,08-04,"13:56:00,440.565,440.71,440.21,440.61,108422.0",,,,
1262,08-04,"13:57:00,440.6,440.6139,440.24,440.37,65744.0",,,,
1263,08-04,"13:58:00,440.378,440.53,440.33,440.5,39089.0",,,,
1264,08-04,"13:59:00,440.49,440.49,440.24,440.3045,43261.0",,,,
1265,08-04,"14:00:00,440.31,440.4899,440.31,440.325,37737.0",,,,
1266,08-04,"14:01:00,440.35,440.48,440.16,440.48,49800.0",,,,
1267,08-04,"14:02:00,440.455,440.5,440.22,440.45,67711.0",,,,
1268,08-04,"14:03:00,440.46,440.56,440.12,440.125,57249.0",,,,
1269,08-04,"14:04:00,440.1429,440.3254,440.06,440.25,38088.0",,,,
1270,08-04,"14:05:00,440.25,440.25,440.08,440.155,39835.0",,,,
1271,08-04,"14:06:00,440.145,440.16,439.6069,439.7,99429.0",,,,
1272,08-04,"14:07:00,439.7,439.9,439.63,439.835,46102.0",,,,
1273,08-04,"14:08:00,439.84,440.1,439.74,439.8463,52993.0",,,,
1274,08-04,"14:09:00,439.8363,439.94,439.73,439.765,41582.0",,,,
1275,08-04,"14:10:00,439.75,440.12,439.75,439.94,45380.0",,,,
1276,08-04,"14:11:00,439.97,440.2699,439.94,440.24,63230.0",,,,
1277,08-04,"14:12:00,440.22,440.2429,439.85,439.9056,45215.0",,,,
1278,08-04,"14:13:00,439.89,439.975,439.71,439.712,34510.0",,,,
1279,08-04,"14:14:00,439.715,439.99,439.715,439.94,38850.0",,,,
1280,08-04,"14:15:00,439.956,439.956,439.77,439.77,28009.0",,,,
1281,08-04,"14:16:00,439.79,440.1099,439.67,440.1,48966.0",,,,
1282,08-04,"14:17:00,440.1299,440.155,439.9,439.92,47757.0",,,,
1283,08-04,"14:18:00,439.92,439.9362,439.28,439.34,97320.0",,,,
1284,08-04,"14:19:00,439.3275,439.46,438.86,439.105,139727.0",,,,
1285,08-04,"14:20:00,439.0836,439.28,439.03,439.05,57868.0",,,,
1286,08-04,"14:21:00,439.07,439.18,438.96,439.14,65212.0",,,,
1287,08-04,"14:22:00,439.1423,439.24,438.7591,438.8178,88820.0",,,,
1288,08-04,"14:23:00,438.82,439.0,438.78,438.88,47502.0",,,,
1289,08-04,"14:24:00,438.906,439.1,438.58,438.615,82447.0",,,,
1290,08-04,"14:25:00,438.64,438.99,438.6,438.96,55583.0",,,,
1291,08-04,"14:26:00,438.9654,439.18,438.78,439.17,61142.0",,,,
1292,08-04,"14:27:00,439.16,439.18,438.81,438.848,46764.0",,,,
1293,08-04,"14:28:00,438.81,439.04,438.74,438.78,48136.0",,,,
1294,08-04,"14:29:00,438.795,438.8099,438.28,438.3275,125993.0",,,,
1295,08-04,"14:30:00,438.325,438.325,437.75,437.83,200856.0",,,,
1296,08-04,"14:31:00,437.8,437.84,437.0201,437.09,197425.0",,,,
1297,08-04,"14:32:00,437.0681,437.09,436.305,436.8126,234765.0",,,,
1298,08-04,"14:33:00,436.79,437.06,436.37,436.85,134023.0",,,,
1299,08-04,"14:34:00,436.88,437.14,436.39,436.879,138568.0",,,,
1300,08-04,"14:35:00,436.9118,437.1,436.7103,437.05,102174.0",,,,
1301,08-04,"14:36:00,437.01,437.12,436.7,436.93,119655.0",,,,
1302,08-04,"14:37:00,436.91,437.01,436.41,436.4239,104109.0",,,,
1303,08-04,"14:38:00,436.45,436.58,436.1,436.46,119246.0",,,,
1304,08-04,"14:39:00,436.4348,436.4444,435.96,436.38,140551.0",,,,
1305,08-04,"14:40:00,436.35,436.6,436.09,436.16,112382.0",,,,
1306,08-04,"14:41:00,436.13,436.81,435.99,436.742,128603.0",,,,
1307,08-04,"14:42:00,436.7598,437.05,436.43,436.92,114942.0",,,,
1308,08-04,"14:43:00,436.96,437.19,436.84,436.95,141622.0",,,,
1309,08-04,"14:44:00,436.95,437.49,436.9396,437.13,135140.0",,,,
1310,08-04,"14:45:00,437.1331,437.29,436.93,437.0807,89732.0",,,,
1311,08-04,"14:46:00,437.0501,437.38,437.01,437.12,65511.0",,,,
1312,08-04,"14:47:00,437.12,437.24,436.75,436.88,98711.0",,,,
1313,08-04,"14:48:00,436.9,436.9899,436.6,436.89,74611.0",,,,
1314,08-04,"14:49:00,436.895,437.02,436.74,436.92,73230.0",,,,
1315,08-04,"14:50:00,436.91,437.0,436.74,436.83,60089.0",,,,
1316,08-04,"14:51:00,436.85,437.12,436.67,436.73,89637.0",,,,
1317,08-04,"14:52:00,436.74,436.87,436.59,436.79,59745.0",,,,
1318,08-04,"14:53:00,436.8241,437.14,436.77,436.9919,73409.0",,,,
1319,08-04,"14:54:00,436.99,436.99,436.6,436.6,55004.0",,,,
1320,08-04,"14:55:00,436.63,436.882,436.0,436.03,150164.0",,,,
1321,08-04,"14:56:00,436.02,436.67,436.02,436.58,92870.0",,,,
1322,08-04,"14:57:00,436.595,436.75,436.35,436.42,71909.0",,,,
1323,08-04,"14:58:00,436.3546,436.632,436.34,436.5148,52690.0",,,,
1324,08-04,"14:59:00,436.54,436.97,436.47,436.8469,102668.0",,,,
1325,08-04,"15:00:00,436.89,437.69,436.89,437.485,180553.0",,,,
1326,08-04,"15:01:00,437.48,437.68,437.36,437.41,74023.0",,,,
1327,08-04,"15:02:00,437.36,437.74,437.3256,437.565,125722.0",,,,
1328,08-04,"15:03:00,437.57,437.654,437.37,437.37,66154.0",,,,
1329,08-04,"15:04:00,437.37,437.4,437.11,437.315,63463.0",,,,
1330,08-04,"15:05:00,437.3107,437.51,437.257,437.375,57638.0",,,,
1331,08-04,"15:06:00,437.34,437.62,437.29,437.435,54895.0",,,,
1332,08-04,"15:07:00,437.47,437.705,437.29,437.605,74722.0",,,,
1333,08-04,"15:08:00,437.595,437.595,437.29,437.3,63956.0",,,,
1334,08-04,"15:09:00,437.2927,437.32,437.01,437.02,70909.0",,,,
1335,08-04,"15:10:00,437.02,437.46,436.91,437.4433,64402.0",,,,
1336,08-04,"15:11:00,437.4355,437.7443,436.91,436.97,103707.0",,,,
1337,08-04,"15:12:00,436.965,437.08,436.59,436.66,85096.0",,,,
1338,08-04,"15:13:00,436.66,437.06,436.46,437.0479,81742.0",,,,
1339,08-04,"15:14:00,437.06,437.21,436.76,436.96,72721.0",,,,
1340,08-04,"15:15:00,436.93,437.0097,436.75,436.7832,40807.0",,,,
1341,08-04,"15:16:00,436.73,437.25,436.7168,436.9926,51293.0",,,,
1342,08-04,"15:17:00,437.04,437.08,436.7252,436.8943,42844.0",,,,
1343,08-04,"15:18:00,436.8667,437.14,436.7,436.7458,44446.0",,,,
1344,08-04,"15:19:00,436.74,436.93,436.64,436.84,58938.0",,,,
1345,08-04,"15:20:00,436.8333,437.43,436.8333,437.355,69157.0",,,,
1346,08-04,"15:21:00,437.33,437.61,437.13,437.23,66596.0",,,,
1347,08-04,"15:22:00,437.23,437.305,437.085,437.11,72578.0",,,,
1348,08-04,"15:23:00,437.12,437.57,437.12,437.505,65680.0",,,,
1349,08-04,"15:24:00,437.51,437.66,437.422,437.45,88231.0",,,,
1350,08-04,"15:25:00,437.465,437.97,437.4,437.8756,102399.0",,,,
1351,08-04,"15:26:00,437.898,437.95,437.5802,437.7,88630.0",,,,
1352,08-04,"15:27:00,437.71,437.74,437.47,437.556,68873.0",,,,
1353,08-04,"15:28:00,437.59,437.71,437.425,437.4283,138503.0",,,,
1354,08-04,"15:29:00,437.4467,437.54,437.27,437.31,77030.0",,,,
1355,08-04,"15:30:00,437.31,437.54,437.21,437.325,64002.0",,,,
1356,08-04,"15:31:00,437.35,437.78,437.35,437.49,85153.0",,,,
1357,08-04,"15:32:00,437.49,437.49,436.73,436.83,99303.0",,,,
1358,08-04,"15:33:00,436.85,437.15,436.7738,436.8102,83441.0",,,,
1359,08-04,"15:34:00,436.85,436.97,436.55,436.62,85431.0",,,,
1360,08-04,"15:35:00,436.6293,437.15,436.6293,437.14,79980.0",,,,
1361,08-04,"15:36:00,437.135,437.18,436.77,436.87,65891.0",,,,
1362,08-04,"15:37:00,436.89,437.12,436.77,436.93,83530.0",,,,
1363,08-04,"15:38:00,436.935,437.17,436.86,437.098,56456.0",,,,
1364,08-04,"15:39:00,437.09,437.53,437.0501,437.52,82075.0",,,,
1365,08-04,"15:40:00,437.4894,437.81,437.41,437.76,109115.0",,,,
1366,08-04,"15:41:00,437.7388,437.81,437.45,437.6567,60681.0",,,,
1367,08-04,"15:42:00,437.67,437.745,437.396,437.42,54979.0",,,,
1368,08-04,"15:43:00,437.45,437.56,437.4,437.4832,48062.0",,,,
1369,08-04,"15:44:00,437.49,437.7,437.32,437.65,63568.0",,,,
1370,08-04,"15:45:00,437.65,437.69,437.4,437.475,45851.0",,,,
1371,08-04,"15:46:00,437.4741,437.51,437.2,437.396,79618.0",,,,
1372,08-04,"15:47:00,437.3501,437.45,437.27,437.4,47371.0",,,,
1373,08-04,"15:48:00,437.42,437.49,437.17,437.27,57828.0",,,,
1374,08-04,"15:49:00,437.24,437.59,437.17,437.4542,76680.0",,,,
1375,08-04,"15:50:00,437.44,437.68,437.22,437.41,82263.0",,,,
1376,08-04,"15:51:00,437.4,437.89,437.34,437.74,150745.0",,,,
1377,08-04,"15:52:00,437.77,437.85,437.49,437.662,88127.0",,,,
1378,08-04,"15:53:00,437.655,437.8655,437.45,437.8,84301.0",,,,
1379,08-04,"15:54:00,437.84,438.26,437.83,438.05,155650.0",,,,
1380,08-04,"15:55:00,438.1,438.33,437.9,438.08,163747.0",,,,
1381,08-04,"15:56:00,438.11,438.42,437.95,438.36,122481.0",,,,
1382,08-04,"15:57:00,438.345,438.53,438.28,438.52,133885.0",,,,
1383,08-04,"15:58:00,438.51,438.75,438.44,438.72,146066.0",,,,
1384,08-04,"15:59:00,438.7,438.72,438.13,438.18,145339.0",,,,
1385,08-04,"16:00:00,438.175,438.95,438.08,438.81,283466.0",,,,
1386,08-04,"16:01:00,438.66,438.66,438.64,438.64,296187.0",,,,
1387,08-04,"16:02:00,438.66,438.73,438.66,438.66,1890.0",,,,
1388,08-04,"16:03:00,438.66,438.82,438.66,438.82,6383.0",,,,
1389,08-04,"16:04:00,438.7,438.75,438.7,438.75,54972.0",,,,
1390,08-04,"16:05:00,438.66,438.66,438.6598,438.6599,1241.0",,,,
1391,08-04,"16:06:00,438.61,438.8,438.61,438.8,8865.0",,,,
1392,08-04,"16:07:00,438.8,438.8,438.7,438.7,16777.0",,,,
1393,08-04,"16:08:00,438.88,438.9,438.75,438.85,3774.0",,,,
1394,08-04,"16:09:00,438.85,438.9,438.85,438.9,12626.0",,,,
1395,08-04,"16:10:00,438.92,438.92,438.79,438.79,847.0",,,,
1396,08-04,"16:11:00,438.89,438.89,438.75,438.7999,3324.0",,,,
1397,08-04,"16:13:00,438.88,438.88,438.85,438.85,1031.0",,,,
1398,08-04,"16:14:00,438.72,438.72,438.72,438.72,724.0",,,,
1399,08-04,"16:15:00,438.66,438.66,438.66,438.66,497.0",,,,
1400,08-04,"16:16:00,438.66,438.74,438.66,438.74,1144.0",,,,
1401,08-04,"16:17:00,438.77,438.77,438.66,438.66,555.0",,,,
1402,08-04,"16:18:00,438.66,438.67,438.66,438.66,980.0",,,,
1403,08-04,"16:19:00,438.66,438.66,438.66,438.66,360.0",,,,
1404,08-04,"16:20:00,438.74,438.75,438.66,438.66,4896.0",,,,
1405,08-04,"16:21:00,438.7,438.75,438.7,438.75,1154.0",,,,
1406,08-04,"16:22:00,438.8,438.8,438.8,438.8,320.0",,,,
1407,08-04,"16:24:00,438.82,438.84,438.82,438.84,926.0",,,,
1408,08-04,"16:25:00,438.85,438.85,438.72,438.72,1738.0",,,,
1409,08-04,"16:26:00,438.8,438.8,438.7,438.8,673.0",,,,
1410,08-04,"16:27:00,438.8,438.8,438.73,438.73,1013.0",,,,
1411,08-04,"16:28:00,438.8,438.8,438.7,438.7,826.0",,,,
1412,08-04,"16:30:00,438.7035,438.7035,438.7035,438.7035,681.0",,,,
1413,08-04,"16:31:00,438.8,438.8,438.66,438.66,5016.0",,,,
1414,08-04,"16:32:00,438.7,438.7,438.66,438.66,3848.0",,,,
1415,08-04,"16:33:00,438.66,438.66,438.66,438.66,1108.0",,,,
1416,08-04,"16:34:00,438.66,438.66,438.66,438.66,4098.0",,,,
1417,08-04,"16:35:00,438.585,438.585,438.51,438.51,452.0",,,,
1418,08-04,"16:36:00,438.5,438.5,438.26,438.3,1341.0",,,,
1419,08-04,"16:37:00,438.2917,438.2917,438.2917,438.2917,303.0",,,,
1420,08-04,"16:38:00,438.26,438.26,438.26,438.26,422.0",,,,
1421,08-04,"16:39:00,438.35,438.45,438.35,438.45,1385.0",,,,
1422,08-04,"16:40:00,438.47,438.47,438.47,438.47,446.0",,,,
1423,08-04,"16:42:00,438.5,438.55,438.5,438.55,954.0",,,,
1424,08-04,"16:43:00,438.66,438.66,438.6498,438.6498,1573.0",,,,
1425,08-04,"16:44:00,438.5,438.5,438.24,438.24,2485.0",,,,
1426,08-04,"16:45:00,438.6,438.9,438.2,438.2,1759.0",,,,
1427,08-04,"16:48:00,438.7,438.7,438.7,438.7,1000.0",,,,
1428,08-04,"16:49:00,438.3,438.3,438.3,438.3,401.0",,,,
1429,08-04,"16:52:00,438.65,438.65,438.52,438.52,495.0",,,,
1430,08-04,"16:58:00,438.85,438.85,438.85,438.85,1249.0",,,,
1431,08-04,"17:02:00,438.7999,438.7999,438.7999,438.7999,207.0",,,,
1432,08-04,"17:08:00,438.65,438.65,438.65,438.65,423.0",,,,
1433,08-04,"17:23:00,438.75,438.75,438.75,438.75,617.0",,,,
1434,08-04,"17:25:00,438.6,438.6,438.55,438.55,747.0",,,,
1435,08-04,"17:27:00,438.75,438.75,438.75,438.75,158.0",,,,
1436,08-04,"17:28:00,438.55,438.55,438.55,438.55,310.0",,,,
1437,08-04,"17:30:00,438.6,438.6,438.6,438.6,260.0",,,,
1438,08-04,"17:35:00,438.69,438.69,438.69,438.69,279.0",,,,
1439,08-04,"17:36:00,438.69,438.69,438.69,438.69,192.0",,,,
1440,08-04,"17:38:00,438.58,438.58,438.58,438.58,410.0",,,,
1441,08-04,"17:39:00,438.5802,438.5802,438.5802,438.5802,425.0",,,,
1442,08-04,"17:41:00,438.59,438.7678,438.59,438.7678,417.0",,,,
1443,08-04,"17:42:00,438.78,438.78,438.59,438.59,1475.0",,,,
1444,08-04,"17:44:00,438.6,438.6,438.6,438.6,362.0",,,,
1445,08-04,"17:45:00,438.6,438.6,438.6,438.6,529.0",,,,
1446,08-04,"17:49:00,438.61,438.61,438.61,438.61,186.0",,,,
1447,08-04,"17:55:00,438.56,438.56,438.55,438.55,1205.0",,,,
1448,08-04,"17:58:00,438.66,438.66,438.66,438.66,216.0",,,,
1449,08-04,"17:59:00,438.66,438.66,438.66,438.66,283.0",,,,
1450,08-04,"18:01:00,438.5,438.5,438.5,438.5,589.0",,,,
1451,08-04,"18:03:00,438.66,438.66,438.66,438.66,670.0",,,,
1452,08-04,"18:04:00,438.65,438.65,438.65,438.65,144.0",,,,
1453,08-04,"18:06:00,438.52,438.52,438.52,438.52,374.0",,,,
1454,08-04,"18:08:00,438.55,438.55,438.51,438.51,732.0",,,,
1455,08-04,"18:09:00,438.43,438.45,438.35,438.35,976.0",,,,
1456,08-04,"18:10:00,438.29,438.29,438.29,438.29,392.0",,,,
1457,08-04,"18:11:00,438.44,438.44,438.44,438.44,293.0",,,,
1458,08-04,"18:13:00,438.4,438.4,438.25,438.25,1019.0",,,,
1459,08-04,"18:14:00,438.25,438.25,438.25,438.25,261.0",,,,
1460,08-04,"18:15:00,438.22,438.22,438.22,438.22,408.0",,,,
1461,08-04,"18:17:00,438.23,438.23,438.23,438.23,1107.0",,,,
1462,08-04,"18:19:00,438.25,438.25,438.25,438.25,1032.0",,,,
1463,08-04,"18:20:00,438.25,438.4,438.25,438.4,355.0",,,,
1464,08-04,"18:23:00,438.4,438.4,438.4,438.4,410.0",,,,
1465,08-04,"18:26:00,438.4,438.4,438.4,438.4,238.0",,,,
1466,08-04,"18:31:00,438.55,438.55,438.55,438.55,264.0",,,,
1467,08-04,"18:32:00,438.26,438.26,438.26,438.26,663.0",,,,
1468,08-04,"18:34:00,438.57,438.57,438.57,438.57,247.0",,,,
1469,08-04,"18:37:00,438.55,438.55,438.55,438.55,138.0",,,,
1470,08-04,"18:44:00,438.55,438.55,438.55,438.55,402.0",,,,
1471,08-04,"18:45:00,438.56,438.56,438.56,438.56,293.0",,,,
1472,08-04,"18:46:00,438.64,438.66,438.64,438.66,772.0",,,,
1473,08-04,"18:47:00,438.66,438.66,438.66,438.66,207.0",,,,
1474,08-04,"18:49:00,438.66,438.66,438.66,438.66,900.0",,,,
1475,08-04,"18:52:00,438.6,438.6,438.5,438.5,1004.0",,,,
